startt_uid,company-name,match_industry,match_sector,match_subsector
st-c-3789,OyChef,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-3790,Oye Rickshaw,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-3791,OYE! Loans,Financial Services & FinTech,Web3 & Emerging Tech,Open Banking Platforms
st-c-3793,OYO,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-3795,OZiva,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-3796,Ozonetel Communications,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-3797,P-TAL,Consumer Goods & Services,Household Products,Home Textiles & Furnishings
st-c-3798,Paavan,Technology & Digital Innovation,Enterprise Software & Services,Software Development
st-c-3799,PadCare Labs,CleanTech & Sustainability,Waste Management & Recycling,Recycling Technologies
st-c-3801,Pagarbook,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-3802,Paintcollar,Textiles & Apparel,Apparel Brands & Retail,Luxury Lifestyle
st-c-3803,Paisabazaar,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-3804,PaisaDukan,Financial Services & FinTech,Digital Lending & Neobanks,P2P Lending
st-c-3805,PaisaWapas,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3806,PakkaProfile,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3808,Pando,Manufacturing & Industry 4.0,Industrial Services & Supply Chain,Smart Manufacturing & Production Logistics
st-c-3809,Pandorum Technologies,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-3810,Pankhuri,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3811,Papa Pawsome,Consumer Goods & Services,Consumer Products & Services,Pet Supplies
st-c-3812,Paper Boat,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-3814,Paperflite,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3815,PaperPlane,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-3816,Papyrus Editor,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-3817,ParaBlu,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-3818,ParaBooking,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-3819,ParallelDots,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3820,Parcelled,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-3821,Parentlane,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,AI Diagnostics
st-c-3822,Parentof,Technology & Digital Innovation,Data & Analytics,Business Intelligence
st-c-3823,Parentune,Education & EdTech,EdTech,Educational Apps & Mobile Learning
st-c-3824,Pariksha,Education & EdTech,EdTech,Educational Analytics & Assessment Tech
st-c-3825,Parinati Solutions,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-3827,ParkingRhino,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-3828,ParkSmart,Transportation & Logistics,Logistics,Fleet Management SaaS
st-c-3829,Parkwheels,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-3830,Passion Gaming,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-3831,Passwork,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-3832,Pataa,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-3833,Patch,CleanTech & Sustainability,ClimateTech,Carbon Capture & Management
st-c-3834,Patel Integrated Logistics,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-3836,PathShodh Healthcare,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-3838,Pawfectly Made,Personal Services,Support & Care Solutions,Pet Care & Grooming
st-c-3839,PawPurrfect,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-3840,Pax Credit,Financial Services & FinTech,Payments & Transaction Services,Cross-Border Payments
st-c-3841,payAgri,Agriculture & AgriTech,Agricultural Supply Chain,Farm-to-Consumer Platforms
st-c-3842,PAYBACK,Retail & Digital Commerce,Retail Technology,Point-of-Sale Solutions
st-c-3843,Paycardo,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-3844,PayGlocal,Financial Services & FinTech,Payments & Transaction Services,Cross-Border Payments
st-c-3845,PayMango,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3846,Paymart India,Retail & Digital Commerce,Quick Commerce,Grocery Quick Delivery
st-c-3847,PayMate,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-3848,Paymatrix,Real Estate & Construction,Construction Tech,Construction Management Software
st-c-3849,PayMe India,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-3850,PayReview,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-3851,PaySense,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-3852,Paysharp,Financial Services & FinTech,Payments & Transaction Services,Payment Gateways
st-c-3853,Paytail,Financial Services & FinTech,Payments & Transaction Services,Digital Payment Solutions
st-c-3855,Paytm Entertainment,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-3858,Paytm Mall,Retail & Digital Commerce,Retail Technology,In-store Technology
st-c-3859,Paytm Money,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-3860,Paytm Payments Bank,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-3861,Paytunes,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-3862,Payubiz - Division,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-3864,PazCare,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-3865,Peakperformer,Technology & Digital Innovation,Enterprise Software & Services,IT Infrastructure Management
st-c-3866,PeAr Technologies,Technology & Digital Innovation,Emerging Technologies,Augmented & Virtual Reality
st-c-3867,Pebble,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-3868,Pedagogy,Education & EdTech,EdTech,E-Learning Platforms
st-c-3869,Pee Safe,Consumer Goods & Services,Household Products,Home Textiles & Furnishings
st-c-3872,Peepul Tree,Consumer Goods & Services,Household Products,Home Textiles & Furnishings
st-c-3873,Peer Robotics,Manufacturing & Industry 4.0,Industrial Machinery & Equipment,Material Handling Systems
st-c-3874,Pencil,Technology & Digital Innovation,Emerging Technologies,5G Applications
st-c-3875,Pencilton,Technology & Digital Innovation,Enterprise Software & Services,Software Development
st-c-3876,Pension Box,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-3879,Pep,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-3880,Pepcoding,Technology & Digital Innovation,Enterprise Software & Services,Software Development
st-c-3881,Pepfuels,CleanTech & Sustainability,Renewable Energy,Biomass & Biofuels
st-c-3883,Pepper Content,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-3884,Pepper Farms,Agriculture & AgriTech,AgriTech,Precision Agriculture & IoT
st-c-3885,Pepperfry,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3886,Peppermint,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-3887,PepperTap,Retail & Digital Commerce,Quick Commerce,Grocery Quick Delivery
st-c-3888,PeProp.Money,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-3889,Pepsales,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-3890,Peptris Technologies,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3891,Pepul,Retail & Digital Commerce,E-commerce,Social Commerce
st-c-3893,Perfint Healthcare,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Medical Devices & Equipment
st-c-3894,Perfios,Financial Services & FinTech,Financial Infrastructure,Financial Data Analytics
st-c-3895,Perfora,Consumer Goods & Services,Personal Products,Grooming & Hygiene Products
st-c-3896,Perfumery,Consumer Goods & Services,Personal Products,Fragrances & Perfumes
st-c-3897,Peritus.ai,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-3899,Pernia's Pop-Up Shop,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3900,Perpetuity Capital,Automotive & Components,Auto Sales & Service,Digital Automotive Retail
st-c-3901,Perpule,Retail & Digital Commerce,Retail Technology,Point-of-Sale Solutions
st-c-3902,Perspectico,Education & EdTech,Education Support Services,Educational Consulting
st-c-3903,Pescafresh,Food & Beverage,Food Products & Processing,Ready-to-eat/Ready-to-cook
st-c-3904,Peseva technologies,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-3907,PetPooja,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-3908,PetSutra,Consumer Goods & Services,Consumer Products & Services,Pet Supplies
st-c-3909,PGO,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-3910,PhableCare,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-3911,Pharmarack,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-3912,PharmEasy,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Drug Delivery Systems
st-c-3914,Phi Commerce,Financial Services & FinTech,Web3 & Emerging Tech,Open Banking Platforms
st-c-3915,PhonePe,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-3916,Phool,Agriculture & AgriTech,Agricultural Supply Chain,Farm-to-Consumer Platforms
st-c-3917,PhotographAI,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3918,Phygicart,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Healthcare Marketplaces
st-c-3919,Phyllo,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-3920,PHYSICS WALLAH (PW),Education & EdTech,EdTech,E-Learning Platforms
st-c-3921,Phyx44 Labs,Automotive & Components,Vehicle Manufacturing & OEMs,Original Equipment Manufacturers (OEMs)
st-c-3924,Pi Green Innovations,CleanTech & Sustainability,ClimateTech,Air Quality Monitoring
st-c-3925,Pianta,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Wearable Health Devices
st-c-3926,Pickingo,Retail & Digital Commerce,Quick Commerce,Hyperlocal Delivery Networks
st-c-3927,PickMyAd,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-3928,PickMyLaundry,Consumer Goods & Services,Household Products,Home Organization & Storage
st-c-3929,PickMyWork,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-3930,Pickright,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-3932,Picksilk,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-3934,Picostone,Real Estate & Construction,Smart Building Solutions,Smart Home/Office Technology
st-c-3935,PicsDream,Retail & Digital Commerce,Retail Technology,ONDC
st-c-3938,Picxy,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-3939,Pidge,Retail & Digital Commerce,Quick Commerce,Hyperlocal Delivery Networks
st-c-3940,PierSight Space,Technology & Digital Innovation,Artificial Intelligence,Computer Vision
st-c-3943,Pikndel,Retail & Digital Commerce,Quick Commerce,Dark Store Operations
st-c-3944,Pikup.ai,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-3945,Pilgrim,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-3946,PILLOW FUND,Financial Services & FinTech,Web3 & Emerging Tech,Blockchain & Cryptocurrency
st-c-3947,Pin Click,Real Estate & Construction,PropTech,Real Estate Crowdfunding
st-c-3948,Pinaka Aerospace,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Industrial Robotics & Automation
st-c-3949,pinBox,Financial Services & FinTech,Digital Lending & Neobanks,Microfinance Solutions
st-c-3951,Ping Digital Network,Entertainment & Media,AdTech/MarTech,Brand Management & PR
st-c-3952,PingSafe,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-3953,PinkBlue,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-3954,Pipa Bella,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-3955,PipeCandy,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-3956,Pipemonk,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-3957,PiQube,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-3959,Pitstop,Automotive & Components,Auto Sales & Service,Digital Automotive Retail
st-c-3960,Pivotchain Solutions,Technology & Digital Innovation,Artificial Intelligence,Computer Vision
st-c-3961,Pixis,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-3962,Pixlcoders,Technology & Digital Innovation,Enterprise Software & Services,Software Development
st-c-3963,Pixr8,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-3964,Pixtory,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-3965,Pixuate,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-3966,Pixxel,Aerospace & Defence,Aerospace Technology,Satellite Technology
st-c-3967,Plabro Networks,Real Estate & Construction,PropTech,Real Estate Transaction Platforms
st-c-3968,PLACEOFORIGIN,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-3969,Placio,Real Estate & Construction,Flexible Space Solutions,Co-living Spaces
st-c-3970,Plaeto,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-3972,Plan My Medical Trip,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-3973,Plancess,Education & EdTech,EdTech,Educational Analytics & Assessment Tech
st-c-3975,Planet SuperHeroes,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-3976,PlanetSpark,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-3977,PlantVita,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-3978,Planys Technologies,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-3979,Play Your Sport,Consumer Goods & Services,Consumer Electronics,Gaming Devices & Accessories
st-c-3980,PlayAblo,Education & EdTech,EdTech,E-Learning Platforms
st-c-3981,Playcez,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-3982,PlayerzPot,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-3983,Playment,Technology & Digital Innovation,Artificial Intelligence,Computer Vision
st-c-3984,Playo,Entertainment & Media,Media Production & Distribution,OTT Platforms
